,Close,High,Low,Open,Volume
2018-12-05,102.4755554,110.5986099,102.4755554,110.3355179,1990157607
2018-12-06,91.76105499,104.1034927,91.76105499,102.450592,2310716932
2018-12-07,93.29456329,96.08984375,83.46971893,91.64983368,2554304530
2018-12-08,92.15963745,97.05988312,86.82566833,93.41007996,1855759401
2018-12-09,95.14205933,98.90003204,91.03128052,92.03543091,1875567180
2018-12-10,91.68565369,96.25730133,90.6542511,94.99217224,1756437577
2018-12-11,88.94530487,92.78232574,87.6884079,91.57893372,1707497898
2018-12-12,90.59329987,92.24055481,88.26355743,88.61070251,1533050103
2018-12-13,86.53931427,91.11160278,85.51831055,90.65522766,1754475622
2018-12-14,84.3082962,87.14494324,83.22647858,86.63035583,1651491877
2018-12-15,84.44081116,85.34274292,82.82988739,84.2796936,1496176898
2018-12-16,85.26210022,87.56812286,84.46940613,84.46940613,1565817037
2018-12-17,95.13382721,96.80505371,85.3821106,85.3821106,2101453024
2018-12-18,101.1124573,101.3202362,92.96852112,95.10803986,2277514076
2018-12-19,101.2685776,108.549057,100.6914597,101.6838455,2456482115
2018-12-20,116.2168732,117.1701279,100.6399612,101.0904388,3063842618
2018-12-21,109.4962311,119.094162,107.5847931,115.8354034,2632539990
2018-12-22,116.7594986,116.7594986,107.5031662,109.4559402,2338772939
2018-12-23,130.7652588,133.0753021,117.2738953,117.2738953,3579715061
2018-12-24,140.2380066,157.6687012,130.6416626,130.6416626,4370343387
2018-12-25,129.8443451,140.9975891,125.1132889,140.9975891,3298280609
2018-12-26,131.8656311,136.6772461,126.2929077,129.8888245,2720469126
2018-12-27,116.5759125,132.677063,115.6501007,131.923584,2612804378
2018-12-28,137.6470184,137.6470184,115.6931305,116.898201,3130201009
2018-12-29,138.0183411,147.0343323,134.5701752,138.4687805,3169029972
2018-12-30,139.8594513,140.6890869,133.9823303,137.6274567,2660086834
2018-12-31,133.3682556,140.1811523,132.5193939,140.0310669,2358360234
2019-01-01,140.8194122,141.3975067,132.6507111,133.4181519,2258709868
2019-01-02,155.0476837,156.9291382,140.6509552,141.519516,3328240369
2019-01-03,149.1350098,155.8630524,147.1983643,155.1960449,2676164880
2019-01-04,154.5819397,156.8789825,147.9071045,148.9128876,3126192535
2019-01-05,155.6385956,160.8248901,154.3374176,154.3374176,3338211928
2019-01-06,157.7462006,159.3714447,152.0859222,155.8042297,3231294371
2019-01-07,151.6992188,158.4504242,151.1507263,157.809494,2712108388
2019-01-08,150.3596344,153.6257782,148.6695404,151.9675446,2459808140
2019-01-09,150.8031158,153.6222534,150.2883759,150.5546875,2369241197
2019-01-10,128.6251831,152.1482697,126.5293732,150.8435059,3397734456
2019-01-11,127.5483246,130.1659393,125.2449417,127.8139648,2667585234
2019-01-12,125.9665298,128.6661224,125.4467545,127.5280838,2212109224
2019-01-13,116.8978043,126.2678757,116.085968,125.9072266,2268263944
2019-01-14,129.0687256,130.8567352,116.9675598,116.9790955,2798085735
2019-01-15,122.0327148,130.7435608,120.3115234,129.1726837,2735449164
2019-01-16,123.5470657,127.118248,121.4414139,121.8092422,2746469340
2019-01-17,123.7419205,124.2707214,120.8170319,123.5735397,2594091285
2019-01-18,121.0102615,123.8416901,120.2418976,123.6546555,2305389800
2019-01-19,124.5190201,125.9042282,121.1610336,121.6144257,3048261797
2019-01-20,119.4748306,125.0703888,118.7023239,124.6324005,2964108269
2019-01-21,117.1578522,119.7154388,116.1574402,119.6364594,2421720343
2019-01-22,118.747551,119.6643448,114.6766815,117.1107559,2552507405
2019-01-23,117.4526062,119.4227982,116.3766479,118.7138138,2556952198
2019-01-24,117.3628845,118.0321045,116.0067978,117.4627838,2520843420
2019-01-25,116.3783417,117.8029938,115.8301544,117.5949554,2606881898
2019-01-26,116.488739,118.0841141,115.9805756,116.3735275,2412181169
2019-01-27,113.4052887,116.6854095,113.4052887,116.5103149,2775888287
2019-01-28,106.5899734,113.6882324,103.3364639,113.2852325,3366895505
2019-01-29,105.5982132,107.1657867,103.9992294,106.7219543,2900418606
2019-01-30,108.9075394,109.45298,104.8437958,105.4072037,2874370355
2019-01-31,107.0610123,110.4583588,106.5253525,108.9007721,2828796031
2019-02-01,107.609787,108.63871,105.0465012,107.1476822,2541271519
2019-02-02,110.4302597,110.6538773,106.7640152,107.4664154,2385157838
2019-02-03,107.4926682,110.8273544,106.5639877,110.4903183,2519334757
2019-02-04,107.8216019,108.7010345,107.067421,107.625824,2491888675
2019-02-05,107.4435196,108.1347885,106.9098969,107.6281662,2515863999
2019-02-06,104.9192886,107.5693054,102.9345627,107.5693054,2593048199
2019-02-07,104.5353012,106.058876,104.4091339,104.8357773,2326764622
2019-02-08,119.267746,119.8058167,104.1944351,104.64505,3656841347
2019-02-09,119.4308853,120.6897354,118.0004044,119.2141113,2884650400
2019-02-10,124.806488,124.8536224,117.1057739,119.4089661,3148766590
2019-02-11,121.2983932,124.8715363,120.3117523,124.8715363,3222473887
2019-02-12,122.5722885,123.4682999,119.6000214,121.1785736,3149576429
2019-02-13,122.5536041,125.5506973,121.6124954,122.5442886,3386585799
2019-02-14,121.3902054,124.4519882,121.3348923,122.4169846,3331701628
2019-02-15,122.1003876,123.6601257,121.3719177,121.4536972,3021741615
2019-02-16,123.2602158,124.1348114,122.2953033,122.3964539,2905833287
2019-02-17,133.598877,134.4600983,123.0916138,123.1820831,4236081130
2019-02-18,146.0983734,147.6865845,133.0019379,133.032547,5387525773
2019-02-19,145.3461914,149.9299774,145.1284637,146.398819,5310842625
2019-02-20,149.5543365,149.5543365,142.502121,145.1727295,4500094965
2019-02-21,146.1308441,149.3523254,144.5638123,149.3523254,3995766856
2019-02-22,149.092453,149.2686157,145.206543,146.0732574,3731099284
2019-02-23,158.7954254,159.1258698,147.3310547,148.6766205,4519468458
2019-02-24,135.8526611,165.5496216,135.8526611,158.9024048,5957715043
2019-02-25,139.8228607,142.5255737,135.4838409,135.4997253,4914392068
2019-02-26,138.0896759,139.9764404,136.5796051,139.6460876,3791292839
2019-02-27,136.1259613,141.3362274,131.6029205,138.0295715,4469776860
2019-02-28,136.7462463,138.8471375,135.6575928,136.2830811,4535438953
2019-03-01,136.4436188,138.9952698,136.4347839,136.8362427,3756124824
2019-03-02,134.206955,137.1847992,132.4363861,136.3500824,3747176425
2019-03-03,132.2494202,135.8492889,131.3288574,134.7861176,3454374053
2019-03-04,127.7741241,132.7291412,125.4027023,132.1578827,4008171341
2019-03-05,137.8223877,138.2299805,126.7352982,127.7929535,4764849990
2019-03-06,138.7893524,139.9688263,136.1459198,137.9587402,4589054219
2019-03-07,138.0345001,140.8578796,137.2731323,138.9423828,4339206292
2019-03-08,135.1270752,139.4990997,133.5576935,138.3113556,4678816794
2019-03-09,137.965332,139.1194153,134.677124,134.887558,5011918715
2019-03-10,136.7586823,138.2703094,135.6856842,138.1804962,4578438499
2019-03-11,133.8340302,137.3534088,133.1027985,136.8495331,4689807419
2019-03-12,134.4428864,135.273468,130.9441528,134.0128479,4709988000
2019-03-13,133.2630768,134.6117706,132.7197266,134.6117706,4265162099
2019-03-14,133.7115936,135.1808472,132.7500763,133.2039032,4476532147
2019-03-15,137.6917877,138.3951416,133.5671539,133.5671539,4506861856
2019-03-16,142.3981781,144.5584412,137.9119568,137.9119568,4839003569
2019-03-17,140.0005493,142.3719177,139.3235168,142.2382965,3827157729
2019-03-18,139.3746033,142.2672119,138.8415527,140.1048584,4551739879
2019-03-19,140.5191956,140.9890594,139.1430206,139.2540131,4251488129
2019-03-20,140.6863556,140.9455719,138.3070374,140.4847107,4664134462
2019-03-21,136.6360626,141.0032349,135.855423,140.4784851,5087247796
2019-03-22,137.1814423,138.7942963,136.2286072,136.5622559,4490899266
2019-03-23,138.2398682,139.3853912,136.9120178,137.0398712,4436568613
2019-03-24,136.9869232,138.3756104,136.3137512,138.3153534,4266845458
2019-03-25,135.0310211,137.695343,133.4901581,137.0813599,4480516753
2019-03-26,135.4603577,135.4603577,133.7573395,135.0543213,4499271679
2019-03-27,140.9881592,141.07547,135.3416595,135.454361,5228240093
2019-03-28,139.4164734,141.0079346,138.4251709,141.0058441,4163212475
2019-03-29,142.4974213,142.5492401,138.045105,139.3432007,5125602702
2019-03-30,142.0926819,149.6132355,141.0317383,142.3591461,5144662127
2019-03-31,141.5140991,142.189209,140.6973724,142.1392212,4249050197
2019-04-01,141.8303223,142.7339935,140.7375641,141.4654846,4611999536
2019-04-02,163.9617462,165.2268219,141.6364594,141.8395233,9826645698
2019-04-03,161.4588013,178.322052,157.3221436,164.0086365,10622456246
2019-04-04,158.052536,164.9292145,155.2411041,161.4317627,7953123529
2019-04-05,165.5148468,167.2203827,157.4439545,158.0200043,7531316908
2019-04-06,165.9472046,172.5157776,161.799469,165.5112457,7167016221
2019-04-07,174.5316467,175.2131653,164.9320984,165.9772491,7596176020
2019-04-08,180.2588196,184.3778534,174.1609955,174.4496765,9304964610
2019-04-09,176.1145782,180.2542267,175.0917511,180.2221222,7632529578
2019-04-10,177.3374786,183.1342773,175.2303772,176.0678406,7856924879
2019-04-11,165.4970245,177.4874878,162.3206177,177.3427582,7859383417
2019-04-12,164.7363281,166.1275177,161.0297394,165.3352051,6237185309
2019-04-13,164.5133514,166.3624268,163.0118561,164.6228485,4959301561
2019-04-14,167.8385162,168.5910339,162.7814789,164.4760895,4846298303
2019-04-15,161.574173,168.8184509,159.5557404,167.8974762,5672311824
2019-04-16,167.6234436,167.6663208,160.8887482,161.5265503,5180105341
2019-04-17,166.9507599,168.9385834,165.5018921,167.5536957,5596102715
2019-04-18,173.8140259,175.3653259,166.6721191,166.913208,6971581464
2019-04-19,173.7084351,173.9788971,170.6202087,173.7878876,6541053061
2019-04-20,173.7512665,176.7058105,171.7888336,173.718811,6142567812
2019-04-21,170.046524,174.4207764,167.4285889,173.7154083,6005571688
2019-04-22,171.8746643,173.0691223,168.7295532,170.0174866,6094878077
2019-04-23,171.4477997,176.8507843,170.896759,172.0072174,7097827092
2019-04-24,165.8260956,171.5732117,161.9766846,171.3495331,7351304156
2019-04-25,154.4593964,166.5134125,153.8470001,165.9147339,6820332362
2019-04-26,156.3470917,158.029007,152.0856781,154.5794373,7505283355
2019-04-27,158.4349365,160.5894165,155.6218872,156.2708588,5863109118
2019-04-28,157.2950745,159.5653839,157.1255188,158.4997711,5379894433
2019-04-29,155.2019958,158.3339233,153.1865234,157.2910614,6053776253
2019-04-30,162.1660309,162.432251,155.1727753,155.1727753,6275803460
2019-05-01,160.8183441,164.0606842,159.6602173,162.186554,5789172433
2019-05-02,162.1227875,162.9370117,160.0606995,160.8535767,6044171062
2019-05-03,167.9524078,170.0687408,161.0806274,162.0751648,7299410672
2019-05-04,164.0265808,170.6459351,161.7914276,167.8872223,6658100049
2019-05-05,163.4506989,165.3999786,159.7006531,164.0152588,5938415562
2019-05-06,172.6532135,175.7601013,159.9881897,163.3379822,7540096853
2019-05-07,169.7986603,180.3944092,169.6947174,172.4272766,8411140170
2019-05-08,170.9481659,172.183548,166.4092407,169.9042053,6416569598
2019-05-09,170.2893066,172.8804016,167.247879,170.9518738,6546914198
2019-05-10,173.142746,175.8852692,168.9914246,170.312973,8036919053
2019-05-11,194.3043365,203.4666443,173.1393127,173.1393127,12578331654
2019-05-12,187.3253174,201.881485,183.6539307,194.1630249,10326050090
2019-05-13,196.846283,205.0982666,185.3059082,187.417923,10367149039
2019-05-14,217.1485748,217.874649,196.0548096,196.7382813,12751049755
2019-05-15,247.1530609,247.4465942,216.822113,217.0101166,13460006534
2019-05-16,264.0100098,275.3944397,245.7952881,246.9419556,18661465873
2019-05-17,243.7645874,266.9796143,227.7674255,263.8483582,16037551694
2019-05-18,234.5952301,246.3627625,233.0998535,243.9113007,10933142646
2019-05-19,261.2922058,263.7409973,233.758667,234.4494629,12049250894
2019-05-20,251.8644104,261.5512695,241.8036499,261.2674866,10834541285
2019-05-21,255.2158813,262.1075439,248.1963043,251.6478424,11545049593
2019-05-22,244.6989136,258.8018494,242.730484,254.9953156,9818257463
2019-05-23,245.9656677,247.6166382,233.7930908,244.6651154,10671663487
2019-05-24,249.4849854,255.2593384,243.240097,245.9870911,9929433206
2019-05-25,251.7598724,257.356842,249.0887909,249.694046,8924985385
2019-05-26,267.0696411,269.1665344,247.2453918,251.7247925,9664267731
2019-05-27,272.8626404,278.5072632,265.4447021,267.1418762,12074664736
2019-05-28,271.7687073,274.3208313,267.5143738,272.5904846,10362846898
2019-05-29,269.4556885,273.7562866,263.0914001,271.7790527,9819132174
2019-05-30,255.8589478,287.2016296,247.3486023,269.5518799,13604268584
2019-05-31,268.1135559,268.6599426,249.1118469,256.0152588,11255023515
2019-06-01,265.3912659,273.5579834,263.5245972,268.4333496,9942869852
2019-06-02,270.2255249,272.8072205,265.0418701,265.5127258,8744111713
2019-06-03,252.6079254,270.3341064,251.2621918,270.088562,9375712917
2019-06-04,241.3387909,252.5116425,236.1272125,252.5116425,10132549747
2019-06-05,247.0510101,248.1381378,239.9834595,241.4970398,8548917062
2019-06-06,249.4743347,249.9445038,238.5011139,246.9252472,8265146806
2019-06-07,250.9303589,254.3522949,246.5979004,249.3352814,8379534528
2019-06-08,245.7380981,252.3773956,243.2291107,251.2493134,7225996863
2019-06-09,233.0867004,245.9728241,229.257431,245.5404816,7566421456
2019-06-10,247.5201263,247.6621704,229.3417664,232.8301392,8141159848
2019-06-11,245.7818298,248.6625824,239.8253479,247.8621216,7382269700
2019-06-12,260.9032898,261.0175781,244.4913177,245.9254913,8645598618
2019-06-13,256.1687927,262.1631165,255.596283,260.9135132,8442077836
2019-06-14,264.0874634,265.3713989,254.1474304,256.179657,8676891267
2019-06-15,269.0193176,271.5055847,262.1212158,263.9341431,8126853944
2019-06-16,269.2232056,278.1431885,265.5353394,268.9011536,9676746453
2019-06-17,274.3511047,275.4425659,268.3537903,269.0905762,6009795781
2019-06-18,265.0518494,274.3202515,263.1444397,274.3202515,6205242504
2019-06-19,269.4317932,270.333374,264.7547913,265.0568542,5516510947
2019-06-20,271.6950073,274.0735168,265.5004578,269.4078674,6408981097
2019-06-21,294.9102783,295.3033142,271.743103,271.743103,9331694140
2019-06-22,309.3803101,315.1897278,294.728241,295.1150818,10613731255
2019-06-23,307.8277893,318.5656738,305.7645874,309.416687,8161062380
2019-06-24,310.4246826,312.3293457,299.5595398,307.7221375,8205712062
2019-06-25,318.1263123,318.1263123,307.643158,310.6786194,9641764965
2019-06-26,336.7531738,361.3986816,315.9548645,317.9925842,16437084081
2019-06-27,294.2676392,343.4334412,278.5732422,336.9598999,14038092503
2019-06-28,311.2261047,313.0315552,292.9398193,294.1430359,11514656820
2019-06-29,320.0588989,322.0435486,294.7538452,311.2844238,10929374565
2019-06-30,290.6959839,322.7895813,290.6959839,319.5840454,10303111000
2019-07-01,293.6411133,301.0261536,280.0228271,290.2684937,10292223948
2019-07-02,291.5964355,295.6558533,272.6025696,293.537262,10618413952
2019-07-03,303.0999756,303.342041,291.4016418,291.7646179,9926711979
2019-07-04,284.5232239,303.9611511,282.7657471,303.0250854,8403513106
2019-07-05,287.9975281,293.9211426,282.6947021,284.3809204,8723493015
2019-07-06,287.5471191,295.9914246,286.665863,287.8938293,7674615025
2019-07-07,305.7005615,310.1393127,286.1091919,287.6036072,8119724981
2019-07-08,313.2514038,314.2678833,303.5004578,305.7347717,9078905628
2019-07-09,308.881012,318.223114,305.2858276,313.3251648,10055159803
2019-07-10,290.0023193,313.069458,285.5657959,308.8512878,11679985167
2019-07-11,268.7040405,290.0210571,266.0946655,289.9459839,10216287022
2019-07-12,276.2767029,278.8555908,268.0000305,268.6922607,8148936015
2019-07-13,269.4588013,276.6852417,263.0682678,276.2891235,6716829429
2019-07-14,227.578064,269.6412354,227.2692108,269.2816162,8578339386
2019-07-15,229.776001,235.02565,210.3912659,227.9650574,9723674244
2019-07-16,199.1886749,234.5138397,197.3778992,229.7486572,9036620494
2019-07-17,211.4849701,217.9756317,193.9904175,199.0667877,9387747640
2019-07-18,226.5661621,229.2393951,208.037735,211.4446106,9327816059
2019-07-19,221.3334198,226.9404755,215.8382416,226.6576996,7606433131
2019-07-20,229.1192169,234.1984558,221.1894836,221.4126587,7976245988
2019-07-21,225.6307678,229.8616638,219.0277557,229.1676941,6685082868
2019-07-22,217.5600128,226.8625793,213.4483795,225.6986542,6338843919
2019-07-23,212.7285156,218.5180511,209.6381226,217.5684662,6976091534
2019-07-24,217.0463715,217.5354309,203.8934021,212.5538177,7168982843
2019-07-25,219.6179962,224.2541962,216.1351471,216.9691162,6731281160
2019-07-26,219.6296082,220.2363892,214.1256866,219.6281281,5729852178
2019-07-27,207.4083099,223.5172577,204.9039307,219.61763,6257703908
2019-07-28,211.186554,212.0418396,202.2528992,207.4137726,5504887934
2019-07-29,211.2680511,213.9320526,208.7643127,211.1236572,5485190664
2019-07-30,210.5225983,213.6140747,206.8676147,211.3392029,5489918859
2019-07-31,218.6541443,218.6541443,210.437912,210.4924164,6003828340
2019-08-01,217.8084412,218.8126526,212.914505,218.5545959,5965442642
2019-08-02,217.8715668,222.1825714,215.9758301,217.8844604,6159440229
2019-08-03,222.4903412,224.62323,217.3317413,217.8955536,5697798687
2019-08-04,222.6697235,224.2272949,218.4921722,222.5808105,5238542572
2019-08-05,234.2150269,235.6352844,222.6038818,222.6508789,7765060287
2019-08-06,226.0206451,239.1159058,223.551178,234.2455902,7647742672
2019-08-07,226.3910065,229.6565704,222.7754517,225.925293,7020342210
2019-08-08,220.941864,226.7747192,216.5162506,226.5184784,6713525644
2019-08-09,210.4889069,221.3643341,208.2459717,220.9086456,6964818795
2019-08-10,206.7335358,213.7348328,203.7931061,210.5301666,6584748527
2019-08-11,216.092865,216.5986481,206.5108032,206.7322388,6440605605
2019-08-12,211.2880707,216.1425629,210.9464874,216.0559082,5674315559
2019-08-13,208.7090454,211.3844147,205.4225006,211.3426971,5946313205
2019-08-14,186.6077423,209.0664368,186.3319244,208.6039886,7444456154
2019-08-15,188.5020599,189.4621582,178.1425629,186.6835022,8197244441
2019-08-16,185.4400787,188.9055939,180.3848419,188.6442566,7133915837
2019-08-17,185.6876831,186.7031403,182.5938873,185.531662,5512696513
2019-08-18,194.4935303,197.5224915,183.6922455,185.841095,5969012024
2019-08-19,203.0919342,203.5601501,193.1082458,194.5560303,6145148692
2019-08-20,196.5654144,203.0159912,195.6195374,202.8131409,6408417610
2019-08-21,186.8916321,197.0274353,182.6891785,196.6216888,7775772700
2019-08-22,191.3329163,194.4155121,183.3845215,186.9412384,7569043874
2019-08-23,194.7062073,195.9064941,189.5623169,191.1068726,6658162377
2019-08-24,191.289566,194.7849884,187.6272583,194.6716309,6249737982
2019-08-25,186.842392,192.1633301,184.9647522,191.234787,5826017143
2019-08-26,188.9293823,193.4421844,186.7355499,186.7355499,7207986636
2019-08-27,187.5166626,188.9631805,185.4729309,188.950058,6042327402
2019-08-28,173.8899689,187.9308777,172.1856079,187.4954987,6696604087
2019-08-29,169.5167389,173.9963989,167.1708984,173.9586945,7129569083
2019-08-30,168.8348694,170.7735138,167.0714111,169.4892883,5776520220
2019-08-31,172.4697876,174.3239746,167.8025818,168.8878937,5830212249
2019-09-01,171.629425,173.6968536,169.5312805,172.4584045,5554799576
2019-09-02,178.3473511,180.1452179,170.4516907,171.6976013,6503447137
2019-09-03,179.4993286,182.3479919,175.9701691,178.3577576,6962728938
2019-09-04,175.9928894,180.1365967,175.3253632,179.4919891,5938120494
2019-09-05,174.2171326,176.1639099,171.7468262,175.9662781,5589476516
2019-09-06,169.9561768,177.7187042,168.3413391,174.172226,6797611878
2019-09-07,178.262619,180.8516083,169.4441223,169.9552765,6791531342
2019-09-08,181.3555298,182.9770813,178.1425018,178.2825928,6472677266
2019-09-09,181.1494598,184.1494598,177.4193573,181.3624878,7232938985
2019-09-10,179.7871704,184.0634308,178.1224213,181.2128448,6291476772
2019-09-11,178.7254944,181.7574615,176.5009155,179.8394928,7157139035
2019-09-12,181.016098,181.9985657,177.8473206,178.803772,5838605477
2019-09-13,181.109726,181.498291,178.5820465,180.9755859,5955041237
2019-09-14,188.1055145,188.4469299,180.3722076,181.321579,6500686511
2019-09-15,189.7891235,190.3993378,186.4473267,188.0684357,6222874780
2019-09-16,197.1131744,198.2049713,189.6893311,189.6893311,8242029488
2019-09-17,208.6087494,213.7319489,196.7154846,197.1147614,10232590812
2019-09-18,211.3930359,216.7115021,208.0505981,208.0505981,9194634557
2019-09-19,221.2808533,222.8716888,204.6857758,211.2472382,10620070913
2019-09-20,218.0500488,221.5985565,215.1596375,221.0696259,8027974273
2019-09-21,215.5162048,220.9582977,215.0001678,217.8973846,7743309778
2019-09-22,211.5453796,216.0862427,207.644928,215.486557,7812854576
2019-09-23,201.9213104,211.8405151,201.8872375,211.7132111,7494673136
2019-09-24,168.110733,203.5005493,162.7277832,201.8420868,11757739233
2019-09-25,170.8927002,174.7197723,164.9134827,168.1335754,9766632018
2019-09-26,166.7271271,171.6926422,157.1303253,170.7569122,7848286154
2019-09-27,174.7109985,175.6107788,163.2095032,166.6517029,7909313625
2019-09-28,174.5728912,175.7787323,170.7739563,174.6808319,6895423445
2019-09-29,170.503479,175.2102203,166.9976959,174.6127472,6497088199
2019-09-30,179.8722076,179.8722076,167.0366058,170.4613495,7552915148
2019-10-01,177.3404236,185.0455322,175.8126526,180.2091217,7676276225
2019-10-02,180.7105103,180.8261261,175.3342743,177.2240601,6335595250
2019-10-03,175.1993408,180.7992096,172.5998688,180.7037048,6381403725
2019-10-04,176.9850006,178.5520782,173.5640869,175.2384338,6248928449
2019-10-05,176.3515167,177.7132416,173.0695648,176.9463196,5837211771
2019-10-06,173.0591431,177.3645477,171.2997742,176.3643799,5852890674
2019-10-07,181.1863403,182.3563538,171.5278168,172.9403381,7844316834
2019-10-08,182.0215607,184.3599701,179.1333923,181.1133575,7466282780
2019-10-09,193.2932587,194.3004913,180.6684418,182.0363007,9088122101
2019-10-10,191.659668,193.8969269,188.3064728,193.1910706,8375913276
2019-10-11,182.5696869,195.3188019,181.6618347,191.8010712,9128522970
2019-10-12,180.8266449,186.3048859,179.9848328,182.5340271,7494328840
2019-10-13,182.0751495,185.0759125,180.3171539,180.8613129,6733182273
2019-10-14,186.960907,187.3036194,181.6622772,182.0284729,7276520699
2019-10-15,181.4060669,187.7598724,179.4627838,186.9770508,7731456579
2019-10-16,176.013504,181.6686096,174.0641632,181.3437347,7691244590
2019-10-17,178.0283508,178.8995514,174.5658264,175.9068909,6737237423
2019-10-18,173.6213379,178.1797943,171.0050507,177.9885559,7566257807
2019-10-19,172.9130249,175.6082306,172.2154541,173.6494446,6551453871
2019-10-20,175.5343781,176.718689,171.2107239,172.974762,6801091120
2019-10-21,174.92099,177.7417297,173.2877502,175.5247498,6815820627
2019-10-22,172.3008575,175.6500244,172.2662354,174.9050598,6990951966
2019-10-23,162.4027863,172.420578,157.4634247,172.2628021,9624925919
2019-10-24,162.1685486,164.1475677,160.8879547,162.5141144,7300917537
2019-10-25,181.5232086,183.0001221,161.9660187,162.1897125,10358594018
2019-10-26,179.8354797,195.9425049,176.1338043,181.6670685,13831784986
2019-10-27,184.242218,188.1553345,177.6823578,179.9326324,10815941952
2019-10-28,182.6628113,187.8831635,180.2495575,184.3975067,10406734124
2019-10-29,190.3425751,191.846756,182.3643646,182.6703796,10622761958
2019-10-30,184.6921692,191.1119385,181.5463715,190.3363953,10484902804
2019-10-31,183.9669189,188.7512665,180.0683594,184.7976227,9607939606
2019-11-01,183.9698944,185.0597076,181.0944977,183.8036957,9145611130
2019-11-02,183.9257202,185.7089539,182.7976685,184.018158,8087991830
2019-11-03,182.4250183,185.0242157,179.8181458,183.9948273,8760247744
2019-11-04,186.3551941,188.022934,181.8216095,182.3190308,10551917945
2019-11-05,189.3041687,191.2578278,184.3319855,186.3093109,10024177342
2019-11-06,191.5938416,193.5472565,188.6676788,189.1134949,10156458684
2019-11-07,187.9765472,191.8610992,186.5670013,191.504303,9081247799
2019-11-08,184.2114716,188.815979,182.5413666,187.9242706,9176780911
2019-11-09,185.028717,185.8385315,183.9022369,184.3117218,7277418704
2019-11-10,189.4772797,190.9206085,184.6867828,184.9433594,8752784211
2019-11-11,185.4896393,190.3384247,185.086319,189.5029297,7877424106
2019-11-12,186.8434143,187.9480286,184.1910553,185.5648346,7792186666
2019-11-13,188.2587433,189.3318787,185.9379425,186.9424438,7343173596
2019-11-14,185.9996338,188.6345978,184.9922943,188.2725067,7872664470
2019-11-15,180.5211792,186.2518311,179.3795624,186.0581665,8815678477
2019-11-16,183.3483582,184.1552734,179.985672,180.4990997,6789888120
2019-11-17,185.1192322,188.1913452,182.3368073,183.3508301,7364325471
2019-11-18,180.5596008,186.9271545,179.1755066,185.0414581,7787662111
2019-11-19,177.4555511,182.5279999,175.197113,180.5024567,7536699743
2019-11-20,175.698349,178.9931488,175.2904358,177.4152832,7205785149
2019-11-21,161.4627228,176.2092133,159.3651276,175.6735992,8546371325
2019-11-22,150.2681732,163.0280914,142.344101,161.5058899,12020749863
2019-11-23,153.4177856,154.1015625,147.6012421,150.2122192,8289198330
2019-11-24,142.8347015,153.9659119,142.8347015,153.4305267,7782769098
2019-11-25,146.476532,150.207962,133.8023376,142.6970062,10962753356
2019-11-26,148.9650726,150.0047607,145.2168732,146.4043121,7648516297
2019-11-27,153.0105591,154.887207,143.5256042,148.3968201,8778095308
2019-11-28,151.7175751,156.6135864,151.0911255,153.0692444,7346531960
2019-11-29,155.3041534,156.8484039,151.460434,151.7686005,7503898278
2019-11-30,152.5396881,156.6912994,151.2253418,155.2864075,6565950868
2019-12-01,151.18573,152.4919281,147.0679321,152.4919281,7102780298
2019-12-02,149.0591583,152.1169586,147.6067963,151.1754761,6670561362
2019-12-03,147.9564209,150.3104248,146.0016785,149.0582428,6204379850
2019-12-04,146.7477417,150.6808167,145.000885,147.9183807,7865937094
2019-12-05,149.2489929,153.1553955,145.4590759,146.6864929,6745910228
2019-12-06,149.1944427,149.670517,147.6065216,149.3964844,6458766441
2019-12-07,148.768158,149.7997131,148.3747711,149.1976013,5911233284
2019-12-08,151.2647247,152.3929291,148.3133392,148.7436829,6441727252
2019-12-09,148.225174,151.9139404,147.6213684,151.2243958,6744206747
2019-12-10,146.2670441,148.5644684,144.907959,148.1798553,6859512025
2019-12-11,143.6080017,147.1392059,143.0453644,146.3206482,7037180049
2019-12-12,145.6040039,145.7516479,141.4369812,143.6156616,7890383413
2019-12-13,144.9447479,145.8571014,143.746521,145.6556854,7264810247
2019-12-14,142.8692322,145.5290833,142.4345551,144.9534149,7048066973
2019-12-15,143.1149902,143.925354,139.4269562,142.8649902,7235153411
2019-12-16,133.6140289,143.2248535,132.456665,143.1395264,8992282119
2019-12-17,122.6038895,134.0115356,121.3950806,133.6471863,9057166141
2019-12-18,133.0921936,133.394165,119.7800598,122.6568375,11864518321
2019-12-19,129.3211365,134.1906433,125.9716644,133.0527802,9564699140
2019-12-20,129.0660553,129.7563019,126.9853516,129.3843689,8173594150
2019-12-21,128.1309509,129.1476593,127.6120911,129.0959625,7449064703
2019-12-22,132.3725128,133.1600342,127.9284897,128.0981293,9121058481
2019-12-23,128.61409,134.7317505,127.4167175,132.3069916,9622497693
2019-12-24,129.0638885,131.672287,127.3087692,128.6292572,7961819689
2019-12-25,126.4546356,129.0684967,124.8854904,129.0684967,8418019054
2019-12-26,126.3612213,130.8983459,125.4064407,126.4863281,8600871980
2019-12-27,127.2146072,128.0975647,124.8208084,126.3687973,8299390176
2019-12-28,128.3227081,130.2581635,126.8996964,127.2130127,8069298610
2019-12-29,134.7579803,136.811203,127.9976578,128.2668762,9708776786
2019-12-30,132.6334839,136.7573547,131.5455627,134.796524,9796951716
2019-12-31,129.6108551,133.7326813,128.7981567,132.6122742,8936866397
