Date,share_amount,bs_signal,cash_earned,holding,bankroll,cumulative_percentage,close
2018-11-02,30,1,-6059.095084174999,15,52640.487295304985,867.123549152047,200.6349945
2018-11-12,30,-1,6271.027279105,-15,58911.51457440999,982.3363534138012,210.4179993
2018-11-27,30,1,-3326.751563314999,15,55584.76301109499,921.216482676068,110.0100021
2018-12-08,30,-1,2741.0151778825,-15,58325.77818897749,971.5750652674908,92.15963745
2018-12-13,30,1,-2619.1103252404996,15,55706.66786373699,923.4561476146657,86.53931427
2019-02-01,30,-1,3202.2021419499997,-15,58908.87000568699,982.2877667684114,107.609787
2019-02-03,30,1,-3250.853946229999,15,55658.016059457,922.562305098278,107.4926682
2019-02-26,30,-1,4112.026825615,-15,59770.042885072,998.1094396733772,138.0896759
2019-03-12,30,1,-4063.403024959999,15,55706.639860112,923.4556331254089,134.4428864
2019-03-17,30,-1,4169.066396605,-15,59875.706256717,1000.0507122612887,140.0005493
2019-03-25,30,1,-4081.1352861649993,15,55794.570970552,925.0711243941837,135.0310211
2019-04-08,30,-1,5370.775765060001,-15,61165.346735612,1023.7442937830981,180.2588196
2019-04-25,30,1,-4666.9008014599995,15,56498.445934152005,938.0028825889225,154.4593964
2019-06-03,30,-1,7530.39657319,-15,64028.84250734201,1076.3531189674427,252.6079254
2019-06-08,30,1,-7418.953657714999,15,56609.88884962701,940.0503383303067,245.7380981
2019-07-01,30,-1,8755.237232004998,-15,65365.12608163201,1100.9036385283848,293.6411133
2019-07-29,30,1,-6379.681740665,15,58985.444340967006,983.694608663596,211.2680511
2019-08-04,30,-1,6636.741246475,-15,65622.185587442,1105.6263968913076,222.6697235
2019-08-14,30,1,-5636.173430344999,15,59986.012157097,1002.0772784909944,186.6077423
2019-08-19,30,-1,6052.3442358699995,-15,66038.356392967,1113.272385885196,203.0919342
2019-09-04,30,1,-5316.135615409999,15,60722.220777557006,1015.6030783176826,175.9928894
2019-10-10,30,-1,5711.0910898,-15,66433.311867357,1120.528601771008,191.659668
2019-10-24,30,1,-4899.331740289999,15,61533.980127067,1030.5169141025096,162.1685486
2019-10-29,30,-1,5671.775866735,-15,67205.755993802,1134.7201289295297,190.3425751
2019-11-24,30,1,-4316.416250224999,15,62889.339743577,1055.4179032469135,142.8347015
2019-12-06,30,-1,4443.504114595,-15,67332.843858172,1137.055017391982,149.1944427
2019-12-25,30,1,-3822.5572633399993,15,63510.286594831996,1066.8260864434637,126.4546356
2020-02-14,30,-1,8473.94233918,-15,71984.22893401199,1222.5113699858236,284.2174988
2020-02-16,30,1,-7845.775639159999,15,64138.45329485199,1078.3669144182202,259.8947144
2020-02-21,30,-1,7918.228402525,-15,72056.68169737699,1223.8424893817812,265.6006165
2020-03-02,30,1,-6961.628818759999,15,65095.05287861699,1095.9417894260869,230.5697784
2020-03-23,30,-1,4017.1614331299998,-15,69112.21431174698,1169.7460344538854,134.9116058
2020-03-29,30,1,-3796.2995378899996,15,65315.91477385698,1099.9995166807507,125.5837326
2020-04-07,30,-1,4918.343028400001,-15,70234.25780225698,1190.3604842548043,165.101944
2020-04-27,30,1,-5956.2751934299995,15,64277.98260882698,1080.9303801510741,197.2247162
2020-04-29,30,-1,6466.55170132,-15,70744.53431014698,1199.7354055884732,216.9682312
2020-05-13,30,1,-6015.627485464999,15,64728.90682468198,1089.2148670630177,199.1932831
2020-05-20,30,-1,6261.437709895001,-15,70990.34453457699,1204.2514894790913,210.0967407
2020-05-24,30,1,-6111.4159349149995,15,64878.92859966199,1091.9711027842948,202.3703461
2020-06-01,30,-1,7362.754044955001,-15,72241.68264461699,1227.2413707729722,246.9917603
2020-06-19,30,1,-6858.169455559998,15,65383.51318905699,1101.2414508379811,227.1382904
2020-06-25,30,-1,6943.442981725001,-15,72326.956170782,1228.8080362715411,232.9444885
2020-07-17,30,1,-7028.0585579749995,15,65298.897612807,1099.6868733516944,232.7730865
2020-08-06,30,-1,11779.66404631,-15,77078.561659117,1316.1056621135942,394.9619446
2020-08-09,30,1,-11802.231654935,15,65276.330004182,1099.2722558800351,391.1204529
2020-09-16,30,-1,10909.54674904,-15,76185.876753222,1299.7050427648323,365.8122864
2020-09-25,30,1,-10628.275231714999,15,65557.601521507,1104.4398430755093,352.1832581
2020-09-27,30,-1,10659.589436934999,-15,76217.19095844199,1300.280354788852,357.4385071
2020-10-17,30,1,-11130.956183974999,15,65086.234774467,1095.7797811199234,368.8559265
2020-11-24,30,-1,18016.398318084997,-15,83102.63309255199,1426.7813348589098,603.8977661
2020-11-28,30,1,-16237.57839161,15,66865.05470094198,1128.4606837670444,538.2297974
2020-12-16,30,-1,18980.077437444997,-15,85845.13213838698,1477.1671794251815,636.1818237
2020-12-28,30,1,-22031.429767834998,15,63813.70237055198,1072.4005132195093,730.3973389
2021-01-09,30,-1,38230.20653935,-15,102043.90890990198,1774.7749579266276,1281.077271
2021-01-14,30,1,-36746.30804045,15,65297.60086945198,1099.6630492744434,1218.453003
2021-02-21,30,-1,57767.7420589,-15,123065.34292835198,2160.9857420734193,1935.601074
2021-03-06,30,1,-49900.40854654999,15,73164.93438180198,1244.2035712142053,1654.741577
2021-03-21,30,-1,53368.32867385,-15,126533.26305565199,2224.6991952349617,1788.217041
2021-04-01,30,1,-59624.84717824999,15,66908.415877402,1129.2573256111475,1977.276855
2021-05-08,30,-1,116484.08399424999,-15,183392.499871652,3269.330613692048,3902.647705
2021-05-22,30,1,-69225.4728149,15,114167.02705675199,1997.5037670882575,2295.705566
2021-05-27,30,-1,81674.23247125001,-15,195841.259528002,3498.0421860954407,2736.488525
2021-05-30,30,1,-72077.658413,15,123763.601115002,2173.814307506507,2390.30542
2021-06-03,30,-1,85215.57498024999,-15,208979.17609525198,3739.4151131297904,2855.126465
2021-06-27,30,1,-59673.62378795,15,149305.552307302,2643.0771080347363,1978.894653
2021-07-05,30,-1,65617.73822200001,-15,214923.290529302,3848.621796870674,2198.58252
2021-07-20,30,1,-53903.39887129999,15,161019.89165800202,2858.2957359563466,1787.510742
2021-08-21,30,-1,96288.6569224,-15,257308.548580402,4627.333835916735,3226.083984
2021-09-11,30,1,-98608.83399139998,15,158699.71458900202,2815.668891165861,3270.278076
2021-09-24,30,-1,87500.37529165001,-15,246200.08988065203,4423.246591377315,2931.669189
2021-09-25,30,1,-88215.7550711,15,157984.33480955203,2802.5257637587756,2925.565674
2021-11-09,30,-1,141331.8551128,-15,299316.18992235203,5399.108210994689,4735.068848
2021-12-17,30,1,-116976.47014579998,15,182339.71977655205,3249.9886874606673,3879.486572
2022-01-01,30,-1,112515.50607685,-15,294855.22585340205,5317.1503184166795,3769.697021
2022-01-07,30,1,-96285.24503734999,15,198569.98081605206,3548.174902419689,3193.210449
2022-01-14,30,-1,98793.59373025,-15,297363.5745463021,5363.23429702386,3310.001465
2022-02-03,30,1,-80786.70232969998,15,216576.8722166021,3879.0017928092207,2679.162598
2022-02-08,30,-1,93199.91799355,-15,309776.7902101521,5591.2928467455895,3122.608643
2022-03-04,30,1,-78917.2035809,15,230859.58662925212,4141.407218062934,2617.156006
2022-03-08,30,-1,76905.96463614999,-15,307765.5512654021,5554.341886631417,2576.747559
2022-03-12,30,1,-77638.78762249999,15,230126.76364290214,4127.943619911132,2574.75415
2022-04-16,30,-1,91400.01254455002,-15,321526.77618745214,5807.166382966952,3062.310303
2022-05-12,30,1,-59155.25137069999,15,262371.5248167522,4720.35203917733,1961.701538
2022-05-13,30,-1,60120.43365805,-15,322491.9584748022,5824.898941445831,2014.418213
2022-05-25,30,1,-58646.510612149985,15,263845.44786265225,4747.431303837842,1944.827881
2022-05-29,30,-1,54079.1755291,-15,317924.62339175225,5740.986775304468,1812.031006
2022-06-16,30,1,-32202.030996949994,15,285722.59239480225,5149.363405008423,1067.730713
2022-06-17,30,-1,32422.650716950004,-15,318145.24311175226,5745.040053258041,1086.519287
2022-07-14,30,1,-35934.466286749994,15,282210.7768250023,5084.843494340056,1191.526245
2022-08-12,30,-1,58413.856831000005,-15,340624.6336560023,6158.0367613616345,1957.24646
2022-08-27,30,1,-44975.50985299999,15,295649.1238030023,5331.73600031538,1491.39502
2022-09-15,30,-1,43920.100407850005,-15,339569.2242108523,6138.646528085943,1471.693481
2022-09-21,30,1,-37776.07480819999,15,301793.1494026523,5444.615499524432,1252.607788
2022-11-16,30,-1,36275.78578915,-15,338068.9351918023,6111.082861497566,1215.602539
2022-11-27,30,1,-36043.02763294999,15,302025.9075588523,5448.891787714081,1195.126953
2022-12-02,30,-1,38625.004848250006,-15,340650.9124071023,6158.51956082526,1294.303345
2022-12-08,30,1,-38635.60743994999,15,302015.3049671523,5448.696994378343,1281.116333
2022-12-15,30,-1,37790.713377700005,-15,339806.0183448523,6142.996966219385,1266.353882
